"Scientific name","Common name","Coverage","URL",
"Tamias sibiricus","Siberian chipmunk","Full","https://www.cabi.org/isc/datasheet/62788",
"Trachemys scripta elegans","red-eared slider","Full","https://www.cabi.org/isc/datasheet/61560",
"transmissible gastroenteritis and porcine respiratory coronovirus infection","","Full","https://www.cabi.org/isc/datasheet/61587",
"Varanus niloticus","Nile monitor","Full","https://www.cabi.org/isc/datasheet/60306",
"vesicular stomatitis","","Full","https://www.cabi.org/isc/datasheet/60390",
"Phoxinus phoxinus","European minnow","Full","https://www.cabi.org/isc/datasheet/69626",
"Threskiornis aethiopicus","sacred ibis","Full","https://www.cabi.org/isc/datasheet/62201",
"Salmo salar","Atlantic salmon","Full","https://www.cabi.org/isc/datasheet/65307",
"Salmo trutta","sea trout","Full","https://www.cabi.org/isc/datasheet/65308",
"Sander lucioperca","pike-perch","Full","https://www.cabi.org/isc/datasheet/65338",
"Sander vitreus","walleye","Full","https://www.cabi.org/isc/datasheet/65339",
"Styela clava","Asian tunicate","Full","https://www.cabi.org/isc/datasheet/62274",
"Pomacea canaliculata","golden apple snail","Full","https://www.cabi.org/isc/datasheet/68490",
"Tylenchulus semipenetrans","citrus root nematode","Full","https://www.cabi.org/isc/datasheet/61059",
"Sporobolus pyramidalis","giant rat’s tail grass","Full","https://www.cabi.org/isc/datasheet/23258738",
"Rhithropanopeus harrisii","","Full","https://www.cabi.org/isc/datasheet/66045",
"Pectobacterium parmentieri","black leg disease of potato","Full","https://www.cabi.org/isc/datasheet/48069201",
"Oplismenus hirtellus subsp. undulatifolius","wavyleaf basketgrass","Full","https://www.cabi.org/isc/datasheet/115961",
"Opuntia engelmannii","cactus apple","Full","https://www.cabi.org/isc/datasheet/115969",
"Vulpia bromoides","squirreltail fescue","Full","https://www.cabi.org/isc/datasheet/117873",
"Vulpia myuros","annual fescue","Full","https://www.cabi.org/isc/datasheet/117880",
"Liriomyza cicerina","","Full","https://www.cabi.org/isc/datasheet/30953",
"Liriomyza huidobrensis","serpentine leafminer","Full","https://www.cabi.org/isc/datasheet/30956",
"Liriomyza trifolii","American serpentine leafminer","Full","https://www.cabi.org/isc/datasheet/30965",
"Lissorhoptrus oryzophilus","rice water weevil","Full","https://www.cabi.org/isc/datasheet/30992",
"Procambarus fallax f. virginalis","Marmorkrebs","Full","https://www.cabi.org/isc/datasheet/110477",
"Rhamphicarpa fistulosa","","Full","https://www.cabi.org/isc/datasheet/119715",
"Crassula ovata","jade plant","Full","https://www.cabi.org/isc/datasheet/113574",
"Abutilon hirtum","Indian mallow","Full","https://www.cabi.org/isc/datasheet/119788",
"Aristolochia ringens","Dutchman’s pipe","Full","https://www.cabi.org/isc/datasheet/119795",
"Antigonon leptopus","coral vine","Full","https://www.cabi.org/isc/datasheet/112316",
"Macrothelypteris torresiana","swordfern","Full","https://www.cabi.org/isc/datasheet/115457",
"Plectranthus scutellarioides","coleus","Full","https://www.cabi.org/isc/datasheet/118545",
"Leucaena diversifolia","","Full","https://www.cabi.org/isc/datasheet/31625",
"Leucaena leucocephala","leucaena","Full","https://www.cabi.org/isc/datasheet/31634",
"Monochamus alternatus","Japanese pine sawyer","Full","https://www.cabi.org/isc/datasheet/34719",
"Erigeron karvinskianus","Karwinsky’s fleabane","Full","https://www.cabi.org/isc/datasheet/114202",
"Monochamus sutor","small white-marmorated longicorn","Full","https://www.cabi.org/isc/datasheet/34735",
"Monilinia fructigena","brown rot","Full","https://www.cabi.org/isc/datasheet/34747",
"Erodium botrys","long-beaked stork's bill","Full","https://www.cabi.org/isc/datasheet/114229",
"Ludwigia hyssopifolia","water primrose","Full","https://www.cabi.org/isc/datasheet/31670",
"Ludwigia peploides","water primrose","Full","https://www.cabi.org/isc/datasheet/31673",
"Sporobolus africanus","rat’s tail grass","Full","https://www.cabi.org/isc/datasheet/117302",
"Sporobolus pyramidatus","whorled dropseed","Full","https://www.cabi.org/isc/datasheet/117309",
"Squalius cephalus","European chub","Full","https://www.cabi.org/isc/datasheet/117313",
"Mononychellus tanajoa","cassava green mite","Full","https://www.cabi.org/isc/datasheet/34767",
"Luffa acutangula","angled luffa","Full","https://www.cabi.org/isc/datasheet/31692",
"Stachytarpheta cayennensis","blue snakeweed","Full","https://www.cabi.org/isc/datasheet/117322",
"Stachytarpheta urticifolia","rattail","Full","https://www.cabi.org/isc/datasheet/117323",
"Moniliophthora roreri","frosty pod rot","Full","https://www.cabi.org/isc/datasheet/34779",
"Cenchrus biflorus","Indian sandbur","Full","https://www.cabi.org/isc/datasheet/113042",
"Leucoptera malifoliella","pear leaf blister moth","Full","https://www.cabi.org/isc/datasheet/30492",
"Centaurea debeauxii","meadow knapweed","Full","https://www.cabi.org/isc/datasheet/113056",
"Parentucellia viscosa","yellow glandweed","Full","https://www.cabi.org/isc/datasheet/116149",
"Paspalum paniculatum","Russell River grass","Full","https://www.cabi.org/isc/datasheet/116165",
"Pennisetum clandestinum","Kikuyu grass","Full","https://www.cabi.org/isc/datasheet/39765",
"Pennisetum pedicellatum","deenanath grass","Full","https://www.cabi.org/isc/datasheet/39769",
"Passiflora caerulea","blue passionflower","Full","https://www.cabi.org/isc/datasheet/116172",
"Passiflora ligularis","sweet granadilla","Full","https://www.cabi.org/isc/datasheet/116173",
"Pennisetum polystachion","mission grass","Full","https://www.cabi.org/isc/datasheet/39770",
"Pennisetum purpureum","elephant grass","Full","https://www.cabi.org/isc/datasheet/39771",
"Artocarpus altilis","breadfruit","Full","https://www.cabi.org/isc/datasheet/1822",
"Maliarpha separatella","African white rice borer","Full","https://www.cabi.org/isc/datasheet/32351",
"Haplaxius crudus","American palm cixiid","Full","https://www.cabi.org/isc/datasheet/35465",
"Aproceros leucopoda","elm zigzag sawfly","Full","https://www.cabi.org/isc/datasheet/118020",
"Morella faya","firetree","Full","https://www.cabi.org/isc/datasheet/35490",
"Elymus repens","quackgrass","Full","https://www.cabi.org/isc/datasheet/3726",
"Arceuthobium americanum","lodgepole pine dwarf mistletoe","Full","https://www.cabi.org/isc/datasheet/6824",
"Mimosa pudica","sensitive plant","Full","https://www.cabi.org/isc/datasheet/34202",
"Agrilus planipennis","emerald ash borer","Full","https://www.cabi.org/isc/datasheet/3780",
"Argemone mexicana","Mexican poppy","Full","https://www.cabi.org/isc/datasheet/6878",
"Lolium multiflorum","Italian ryegrass","Full","https://www.cabi.org/isc/datasheet/31165",
"Lolium perenne","perennial ryegrass","Full","https://www.cabi.org/isc/datasheet/31166",
"Lolium rigidum","rigid ryegrass","Full","https://www.cabi.org/isc/datasheet/31167",
"Lolium temulentum","darnel","Full","https://www.cabi.org/isc/datasheet/31169",
"Mirabilis jalapa","four o'clock flower","Full","https://www.cabi.org/isc/datasheet/34254",
"Olea europaea subsp. europaea","European olive","Full","https://www.cabi.org/isc/datasheet/37336",
"Miscanthus sinensis","eulalia","Full","https://www.cabi.org/isc/datasheet/34269",
"Lonicera japonica","Japanese honeysuckle","Full","https://www.cabi.org/isc/datasheet/31191",
"Lonicera maackii","Amur honeysuckle","Full","https://www.cabi.org/isc/datasheet/31192",
"Lonicera morrowii","Morrow’s honeysuckle","Full","https://www.cabi.org/isc/datasheet/31193",
"African cassava mosaic virus","African cassava mosaic","Full","https://www.cabi.org/isc/datasheet/2535",
"Bactrocera latifrons","Solanum fruit fly","Full","https://www.cabi.org/isc/datasheet/8719",
"Anastrepha fraterculus","South American fruit fly","Full","https://www.cabi.org/isc/datasheet/5648",
"Anastrepha grandis","South American cucurbit fruit fly","Full","https://www.cabi.org/isc/datasheet/5649",
"Bactrocera musae","banana fruit fly","Full","https://www.cabi.org/isc/datasheet/8725",
"Anastrepha ludens","Mexican fruit fly","Full","https://www.cabi.org/isc/datasheet/5654",
"Anastrepha obliqua","West Indian fruit fly","Full","https://www.cabi.org/isc/datasheet/5659",
"Anastrepha serpentina","sapodilla fruit fly","Full","https://www.cabi.org/isc/datasheet/5665",
"Anastrepha striata","guava fruit fly","Full","https://www.cabi.org/isc/datasheet/5667",
"Anastrepha suspensa","Caribbean fruit fly","Full","https://www.cabi.org/isc/datasheet/5668",
"Aceria guerreronis","coconut mite","Full","https://www.cabi.org/isc/datasheet/2596",
"Bactrocera tau","","Full","https://www.cabi.org/isc/datasheet/8741",
"Anthemis cotula","dog fennel","Full","https://www.cabi.org/isc/datasheet/5672",
"Medicago polymorpha","bur clover","Full","https://www.cabi.org/isc/datasheet/33031",
"Medicago lupulina","black medick","Full","https://www.cabi.org/isc/datasheet/33034",
"Paracoccus marginatus","papaya mealybug","Full","https://www.cabi.org/isc/datasheet/39201",
"Tilletia indica","Karnal bunt of wheat","Full","https://www.cabi.org/isc/datasheet/36168",
"Alternanthera philoxeroides","alligator weed","Full","https://www.cabi.org/isc/datasheet/4403",
"Alternanthera sessilis","sessile joyweed","Full","https://www.cabi.org/isc/datasheet/4404",
"Symphyotrichum novi-belgii","New York aster","Full","https://www.cabi.org/isc/datasheet/7557",
"Otiorhynchus sulcatus","vine weevil","Full","https://www.cabi.org/isc/datasheet/38071",
"Adenanthera pavonina","red-bead tree","Full","https://www.cabi.org/isc/datasheet/3209",
"Blattella germanica","German cockroach","Full","https://www.cabi.org/isc/datasheet/9408",
"Epinephelus lanceolatus","giant grouper","Full","https://www.cabi.org/isc/datasheet/83923",
"Adelges piceae","balsam woolly adelgid","Full","https://www.cabi.org/isc/datasheet/3268",
"Adelges tsugae","hemlock woolly adelgid","Full","https://www.cabi.org/isc/datasheet/3270",
"Adoretus sinicus","Chinese rose beetle","Full","https://www.cabi.org/isc/datasheet/3282",
"Apis mellifera scutellata","africanized bee","Full","https://www.cabi.org/isc/datasheet/6362",
"Bocconia frutescens","plume poppy","Full","https://www.cabi.org/isc/datasheet/9449",
"Aphelenchoides besseyi","rice leaf nematode","Full","https://www.cabi.org/isc/datasheet/6378",
"epizootic haematopoietic necrosis","","Full","https://www.cabi.org/isc/datasheet/83967",
"Boerhavia coccinea","scarlet spiderling","Full","https://www.cabi.org/isc/datasheet/9459",
"Aphelenchoides fragariae","strawberry crimp nematode","Full","https://www.cabi.org/isc/datasheet/6381",
"Aphelenchoides ritzemabosi","Chrysanthemum foliar eelworm","Full","https://www.cabi.org/isc/datasheet/6384",
"epizootic ulcerative syndrome","","Full","https://www.cabi.org/isc/datasheet/83971",
"Boerhavia diffusa","red spiderling","Full","https://www.cabi.org/isc/datasheet/9460",
"Spermacoce verticillata","shrubby false buttonwood","Full","https://www.cabi.org/isc/datasheet/9479",
"Channa micropeltes","giant snakehead","Full","https://www.cabi.org/isc/datasheet/88948",
"Dicrurus macrocercus","","Full","https://www.cabi.org/isc/datasheet/85888",
"Glyceria maxima","reed sweet-grass","Full","https://www.cabi.org/isc/datasheet/81510",
"Armillaria luteobubalina","armillaria root rot","Full","https://www.cabi.org/isc/datasheet/7000",
"Conopomorpha cramerella","cocoa pod borer","Full","https://www.cabi.org/isc/datasheet/7017",
"Arrhenatherum elatius","false oat-grass","Full","https://www.cabi.org/isc/datasheet/7065",
"Pantherophis guttatus","corn snake","Full","https://www.cabi.org/isc/datasheet/84655",
"Hemidactylus frenatus","common house gecko","Full","https://www.cabi.org/isc/datasheet/80353",
"Ctenosaura similis","black spiny-tailed iguana","Full","https://www.cabi.org/isc/datasheet/86558",
"Chrysomya bezziana","Old World screw-worm","Full","https://www.cabi.org/isc/datasheet/88417",
"Cichla ocellaris","peacock cichlid","Full","https://www.cabi.org/isc/datasheet/88437",
"Cichlasoma urophthalmum","Mayan cichlid","Full","https://www.cabi.org/isc/datasheet/88479",
"Eriocheir sinensis","Chinese mitten crab","Full","https://www.cabi.org/isc/datasheet/84120",
"duck virus hepatitis","","Full","https://www.cabi.org/isc/datasheet/84184",
"Crassostrea gigas","Pacific oyster","Full","https://www.cabi.org/isc/datasheet/87296",
"Crassostrea virginica","eastern oyster","Full","https://www.cabi.org/isc/datasheet/87298",
"Cherax destructor","yabby","Full","https://www.cabi.org/isc/datasheet/89134",
"Cherax quadricarinatus","redclaw crayfish","Full","https://www.cabi.org/isc/datasheet/89135",
"Sweet potato feathery mottle virus","internal cork disease of sweet potato","Full","https://www.cabi.org/isc/datasheet/50963",
"Tomato apical stunt viroid","","Full","https://www.cabi.org/isc/datasheet/52804",
"Urtica dioica","stinging nettle","Full","https://www.cabi.org/isc/datasheet/55911",
"Tectona grandis","teak","Full","https://www.cabi.org/isc/datasheet/52899",
"Stellaria media","common chickweed","Full","https://www.cabi.org/isc/datasheet/51635",
"Epipremnum pinnatum","centipede tongavine","Full","https://www.cabi.org/isc/datasheet/50410",
"Thaumetopoea pityocampa","pine processionary","Full","https://www.cabi.org/isc/datasheet/53501",
"Thaumetopoea processionea","oak processionary moth","Full","https://www.cabi.org/isc/datasheet/53502",
"Thecodiplosis japonensis","pine needle gall midge","Full","https://www.cabi.org/isc/datasheet/53511",
"Verbascum thapsus","common mullein","Full","https://www.cabi.org/isc/datasheet/56652",
"Vespula germanica","German wasp","Full","https://www.cabi.org/isc/datasheet/56667",
"Thespesia populnea","portia tree","Full","https://www.cabi.org/isc/datasheet/53592",
"Vespula pensylvanica","western yellowjacket","Full","https://www.cabi.org/isc/datasheet/56670",
"Vespula vulgaris","wasp, common","Full","https://www.cabi.org/isc/datasheet/56675",
"Xiphophorus hellerii","","Full","https://www.cabi.org/isc/datasheet/59751",
"Xiphophorus maculatus","southern platyfish","Full","https://www.cabi.org/isc/datasheet/59752",
"Tomato yellow leaf curl virus","leaf curl","Full","https://www.cabi.org/isc/datasheet/55402",
"Clitoria ternatea","butterfly-pea","Full","https://www.cabi.org/isc/datasheet/55416",
"Phalaris arundinacea","reed canary grass","Full","https://www.cabi.org/isc/datasheet/55423",
"Phalaris paradoxa","awned canary-grass","Full","https://www.cabi.org/isc/datasheet/55425",
"Epiphyas postvittana","light brown apple moth","Full","https://www.cabi.org/isc/datasheet/54204",
"Spartina densiflora","","Full","https://www.cabi.org/isc/datasheet/51136",
"Spathodea campanulata","African tulip tree","Full","https://www.cabi.org/isc/datasheet/51139",
"Spartium junceum","Spanish broom","Full","https://www.cabi.org/isc/datasheet/51145",
"Toxoptera citricida","black citrus aphid","Full","https://www.cabi.org/isc/datasheet/54271",
"Typha angustifolia","lesser bulrush","Full","https://www.cabi.org/isc/datasheet/54294",
"Typha domingensis","southern cattail","Full","https://www.cabi.org/isc/datasheet/54296",
"Typha latifolia","broadleaf cattail","Full","https://www.cabi.org/isc/datasheet/54297",
"Aculops lycopersici","tomato russet mite","Full","https://www.cabi.org/isc/datasheet/56111",
"Brugmansia suaveolens","white angel's trumpet","Full","https://www.cabi.org/isc/datasheet/107903",
"Rubus niveus","Mysore raspberry","Full","https://www.cabi.org/isc/datasheet/107939",
"Kappaphycus","","Full","https://www.cabi.org/isc/datasheet/100509",
"Etlingera elatior","torch ginger","Full","https://www.cabi.org/isc/datasheet/109802",
"Pelophylax cf. bedriagae","","Full","https://www.cabi.org/isc/datasheet/109855",
"Heteropsylla cubana","leucaena psyllid","Full","https://www.cabi.org/isc/datasheet/27919",
"Eichhornia crassipes","water hyacinth","Full","https://www.cabi.org/isc/datasheet/20544",
"Eriobotrya japonica","loquat","Full","https://www.cabi.org/isc/datasheet/20559",
"Helianthus tuberosus","Jerusalem artichoke","Full","https://www.cabi.org/isc/datasheet/26716",
"Rhyacionia buoliana","European pine shoot moth","Full","https://www.cabi.org/isc/datasheet/23641",
"Spodoptera exempta","black armyworm","Full","https://www.cabi.org/isc/datasheet/29809",
"Spodoptera frugiperda","fall armyworm","Full","https://www.cabi.org/isc/datasheet/29810",
